followers,following,is_public,post_count,story_freq,city_tier,party_freq,cafe_freq,travel_freq,gym_freq,is_influencer,dm_open,toxic_ex,daddy_issues,mommy_issues,therapy_issues,situationship_lore,soft_launch_history,astrology_phase,friend_circle_size,spotify_vibe,random_chaos,bio_type,body_count
7854,2165,1,183,3,3,2,3,3,5,1,1,1,0,0,0,1,0,0,2,0,0.4593738140080872,2,17
6615,182,1,308,3,1,1,2,0,2,0,0,1,1,0,0,1,0,1,2,3,0.6517183124621062,0,17
6034,1773,0,507,5,1,5,4,4,5,1,0,1,0,0,1,1,1,0,2,0,0.12099035739017783,1,20
5192,479,0,280,5,3,2,0,1,3,1,1,1,1,1,0,1,1,0,3,3,0.3322977617694358,0,19
4720,2405,0,157,4,1,3,1,5,1,0,0,0,1,0,1,1,0,1,3,3,0.02830458653282175,2,15
2240,2747,1,359,5,2,4,0,4,0,1,0,0,1,0,0,1,0,0,3,2,0.08084340130717638,1,15
9234,1247,0,258,3,1,2,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0.20064285154235673,1,14
2762,2509,0,156,5,2,4,5,3,3,0,0,1,1,0,1,1,0,1,1,2,0.9197752784006046,1,12
2242,146,0,424,5,1,1,4,3,1,0,1,1,0,0,0,1,1,1,2,2,0.9534930969804047,2,18
1298,1756,1,605,2,2,5,4,4,4,1,0,1,0,1,0,0,1,0,1,3,0.23938371068485964,0,13
11296,1227,0,778,3,1,3,2,1,2,1,0,0,1,1,0,0,1,0,2,0,0.7054521904209206,2,18
12840,1768,0,20,5,2,1,2,1,2,1,1,1,0,1,1,0,0,0,1,0,0.7318863114146941,0,12
4083,1315,0,638,4,1,2,4,3,0,1,1,1,1,0,0,1,0,0,1,4,0.6282761971672625,1,16
2047,1377,0,346,5,2,2,3,2,5,0,0,1,0,0,1,0,1,0,1,2,0.5976341843170082,1,9
13158,1358,0,349,5,1,0,5,4,3,1,1,0,0,0,0,0,0,0,3,0,0.4902113302401071,1,13
3737,1100,0,384,3,1,1,5,4,1,0,1,0,1,0,0,1,0,1,1,0,0.19847990865319076,2,12
10393,1433,0,437,5,2,3,2,1,1,0,1,1,1,1,0,0,1,1,3,1,0.1386058593981626,2,16
4068,2299,1,455,2,1,5,5,5,4,0,1,0,1,1,0,1,0,0,2,4,0.3691090942203922,2,15
11352,2859,0,623,2,3,4,0,0,4,0,1,0,1,1,1,1,1,1,1,0,0.23279521688873628,0,15
2020,2971,0,745,5,2,0,2,5,5,1,1,0,1,1,1,1,0,0,3,2,0.8028950411764125,1,12
8439,630,1,545,3,2,3,2,3,1,1,1,0,1,0,1,0,0,0,1,0,0.5985174487585435,0,12
5815,2467,1,79,0,1,5,3,5,1,1,1,1,0,1,0,0,1,1,1,2,0.7116480390086184,0,18
10868,582,1,451,0,2,1,4,3,2,1,0,1,0,1,0,0,0,1,3,1,0.49659886679543597,1,13
14776,1225,1,594,1,1,4,3,5,5,0,0,0,0,0,0,0,0,1,1,0,0.1137642282500847,0,12
1252,1175,1,540,2,3,3,2,2,3,1,0,0,0,0,1,0,0,1,1,1,0.7620526792759995,0,10
8185,948,0,488,0,1,0,3,0,2,0,0,1,1,0,1,1,0,1,1,4,0.6097374210181651,0,15
14939,2704,0,642,1,1,5,5,0,4,0,0,0,1,0,1,1,1,0,2,0,0.6115047778259509,1,17
5617,1519,0,522,0,1,5,2,0,0,1,1,0,0,1,1,0,1,1,2,0,0.2807362120719187,0,17
7717,2970,1,391,3,3,4,3,2,5,0,0,0,0,0,1,1,0,1,2,3,0.5734735586201954,2,17
5792,1302,0,573,5,3,1,1,3,1,1,0,1,0,0,1,0,0,0,1,1,0.9034203406518682,1,11
5838,819,0,358,2,1,4,1,0,1,0,0,1,0,1,1,0,1,0,2,2,0.3824671766418578,1,15
5458,883,1,32,0,3,1,2,3,3,1,1,1,0,0,0,0,1,1,2,2,0.5832350259604945,2,19
10277,1954,1,135,3,1,2,3,3,4,1,0,0,0,1,0,0,1,1,3,0,0.1258800959441897,0,16
8719,2333,0,599,1,2,2,2,2,1,1,1,1,1,1,1,0,1,1,2,0,0.37836360065867125,1,16
9496,2259,1,409,3,2,1,3,3,2,1,0,0,1,0,1,1,0,1,2,3,0.9459406511158516,0,12
972,603,0,528,1,3,3,4,1,5,1,1,1,0,1,0,1,0,0,1,3,0.2701137773948006,0,12
469,2885,1,90,0,1,0,3,3,5,0,1,0,1,0,1,1,1,0,2,4,0.8063610515849563,0,12
2254,1141,0,412,5,2,2,3,1,5,0,0,0,0,0,0,1,1,0,2,4,0.9084196554710002,0,11
10839,1246,0,298,4,2,3,2,0,3,0,1,1,0,1,0,1,1,0,2,0,0.9926350078811623,1,17
1170,1710,0,486,5,1,4,3,5,1,0,0,0,1,1,0,1,0,0,3,4,0.42663411265639584,2,12
11310,608,1,764,3,1,2,2,1,0,0,0,0,1,0,0,1,1,0,1,4,0.2310356684070326,0,14
1000,310,1,72,4,2,5,2,0,4,0,1,0,1,1,0,0,0,1,3,1,0.5270076638022488,2,9
2386,2314,1,717,2,2,5,0,5,3,1,1,0,0,0,1,1,0,0,3,3,0.563514256550421,0,14
5423,1890,1,260,4,2,3,2,1,2,0,1,0,0,1,0,1,0,1,2,3,0.8245521903384171,0,16
2293,1197,0,689,5,1,0,3,1,4,0,0,0,1,1,1,0,1,1,2,4,0.13871144134844615,0,10
2695,854,0,311,2,1,5,1,0,1,1,0,1,0,0,0,1,1,0,1,4,0.4239087518813175,2,20
10099,1235,0,731,0,2,4,4,2,0,1,1,0,0,0,0,0,1,1,2,1,0.9650061561877744,1,14
4662,2298,0,684,0,2,2,3,3,2,0,0,1,0,0,0,0,1,0,2,2,0.9815865440797038,1,11
13996,2499,1,164,3,3,5,5,1,4,1,0,0,1,0,0,0,1,0,1,0,0.5935351320930236,2,16
1915,324,1,334,4,3,2,3,4,1,1,1,0,1,1,0,1,0,1,3,1,0.5544714409407966,1,14
11154,255,1,501,2,3,0,3,2,3,0,1,0,1,1,1,0,0,0,2,3,0.1349952710389004,1,9
13479,1773,1,731,2,1,1,0,5,5,1,1,1,0,1,0,0,0,0,1,2,0.9555554698899552,0,16
11095,916,0,160,4,1,5,1,3,1,0,0,0,1,0,1,0,0,0,3,0,0.18446429031560874,2,14
6078,142,1,389,5,3,2,3,2,3,0,1,1,0,1,1,0,1,0,1,3,0.03759534832402489,0,15
7376,1115,1,759,0,1,1,5,2,3,1,1,1,0,1,0,0,0,1,3,2,0.5166054818065409,1,15
13152,2476,1,70,5,3,0,2,0,1,1,0,0,1,0,1,0,1,1,2,3,0.6544980052196951,1,15
6421,1401,0,91,0,3,5,1,4,0,1,0,0,0,0,0,0,0,0,1,2,0.6553577602717182,2,12
14238,2162,0,360,2,2,0,1,3,5,1,0,0,1,0,1,1,0,1,3,2,0.817274649466168,1,14
6409,414,0,320,3,1,5,3,2,3,1,0,1,1,0,0,1,1,1,2,3,0.7320278987012742,0,18
7913,870,1,244,0,2,3,2,0,5,1,1,1,1,0,0,1,0,1,1,0,0.2055131464930896,1,18
14400,1557,0,23,1,2,2,1,3,3,1,0,1,1,0,0,1,0,0,1,3,0.9341803413542565,0,15
3278,2079,0,556,2,3,4,4,0,1,1,0,1,1,0,1,1,1,0,3,3,0.20720498721105862,0,14
3769,1974,0,700,4,1,5,2,3,3,1,0,0,1,0,1,1,1,0,3,0,0.36717244455644593,1,16
11470,2637,0,402,4,3,4,1,2,2,1,0,0,0,1,0,1,1,1,3,4,0.588915085545445,1,18
14432,1135,0,372,5,2,5,1,1,4,0,1,1,0,0,0,0,0,1,2,0,0.2786254077700584,0,14
2421,2588,0,285,5,1,0,2,5,1,0,1,0,0,0,1,1,1,1,1,2,0.25977563047165464,0,14
2941,1346,1,440,2,1,4,0,5,2,0,0,1,1,1,0,0,1,0,3,0,0.6362194770065503,0,16
3806,2326,1,594,5,2,4,2,4,5,0,0,1,1,0,1,0,1,1,3,2,0.989602744548369,1,13
4275,1093,0,733,5,1,5,4,5,3,0,0,0,1,0,0,1,0,1,3,4,0.24715141583428746,2,14
144,52,1,351,2,1,4,0,1,3,0,0,1,0,0,0,0,0,1,2,2,0.6130809389169426,0,11
2724,1803,0,218,0,1,3,3,1,3,1,1,0,1,0,0,1,0,1,1,1,0.5664967249868628,0,16
6948,960,1,484,2,3,3,0,2,4,1,0,0,0,1,1,1,1,1,3,0,0.016041369343334888,0,16
10197,356,0,442,2,1,5,4,0,0,1,1,0,0,0,0,1,0,1,2,1,0.04640157296027192,1,17
843,2529,1,217,5,1,0,4,4,1,1,0,0,1,1,0,1,1,0,3,4,0.9441419518861232,1,17
10076,185,0,701,1,1,5,4,1,2,1,0,1,1,1,1,1,0,0,1,4,0.7229173338820731,0,19
2166,1982,0,66,4,2,4,1,0,0,0,0,0,0,1,1,1,1,1,2,0,0.15829457480658182,0,13
5829,2612,1,30,5,2,0,0,4,1,1,0,1,1,0,0,1,0,0,3,2,0.35329357520854165,1,17
12348,2290,0,321,0,3,0,4,2,3,1,0,1,1,0,0,1,1,1,3,4,0.5660334657411596,1,17
11567,1658,1,249,3,2,0,5,5,3,0,0,0,0,0,0,0,0,0,1,1,0.7173399737120372,2,11
14203,1488,0,565,0,2,3,0,4,2,0,0,0,0,1,0,0,1,0,2,0,0.12539508158466806,0,12
11161,922,0,9,4,2,3,5,5,0,1,1,0,1,0,1,0,1,1,3,3,0.006533478086452216,1,16
10839,1191,0,677,3,2,2,0,3,3,1,1,0,1,1,1,0,0,0,1,1,0.6489833675095679,2,13
11447,715,0,284,2,1,5,3,5,4,0,0,0,0,1,0,1,1,1,1,4,0.565916050982783,2,17
13049,258,1,152,1,2,4,5,2,1,1,0,0,1,0,1,0,1,0,2,1,0.7624597546662863,2,16
6216,1001,1,543,1,1,5,3,1,2,0,0,0,1,1,1,0,0,1,3,1,0.15691781302608687,1,15
864,1107,1,528,4,3,1,3,3,4,0,1,0,1,1,0,0,0,0,2,1,0.49608576089915046,0,8
395,698,1,370,5,2,3,5,0,2,0,0,1,1,0,1,0,1,0,3,4,0.7305952999010686,0,13
10591,1391,1,300,4,2,5,1,1,1,0,1,0,0,1,1,0,0,1,1,2,0.9085601513361116,0,12
8604,2217,0,145,1,2,5,1,3,0,1,1,0,1,0,1,1,1,1,3,1,0.6586808293216714,1,19
2493,676,0,586,3,3,1,3,5,4,1,1,1,0,1,0,1,1,0,3,1,0.7731464073170322,1,16
10507,574,1,635,3,2,4,4,5,3,1,1,0,1,1,1,1,1,0,1,4,0.05896485371938054,2,20
10430,1654,0,51,5,2,4,2,2,2,1,0,1,0,0,0,0,1,0,2,0,0.029101428033502796,1,17
7833,1918,1,403,0,1,3,5,3,0,1,1,0,0,1,0,0,0,1,1,3,0.6937978293402297,2,17
11247,818,0,701,2,1,1,1,3,1,1,0,1,0,1,0,1,1,0,2,4,0.44081827372053517,0,19
11523,2609,1,140,5,1,5,2,5,3,1,1,1,1,1,0,0,0,1,2,4,0.015284931137327762,2,20
1034,2144,0,87,3,1,0,1,5,2,0,1,0,1,1,1,0,1,1,2,4,0.38543247082680976,0,9
7840,821,0,426,2,3,0,0,1,0,1,0,0,1,0,0,0,0,1,2,3,0.5575222931214532,0,10
9881,789,1,83,4,3,5,4,5,1,0,0,1,1,1,0,0,1,1,3,2,0.8672514910515418,2,17
877,571,0,242,3,1,3,1,3,5,0,1,1,0,1,0,0,1,0,1,1,0.16471093133109804,0,11
10972,1450,1,105,3,1,1,0,4,5,1,1,1,0,1,1,0,1,0,2,1,0.9138941375762296,0,18
3581,2231,0,603,3,2,3,4,5,5,0,0,1,0,1,0,1,1,1,2,4,0.022752335651765043,2,16
7197,297,1,354,0,2,0,5,1,0,1,1,0,0,0,1,1,1,0,2,1,0.3973417249556277,1,17
4501,1391,0,20,5,3,4,1,4,1,0,0,0,1,1,1,1,1,0,2,2,0.6514103679775131,0,13
13685,2533,1,5,4,2,3,4,3,3,1,1,0,0,1,0,1,1,0,2,1,0.1401412372868006,1,19
11177,1908,0,220,1,3,0,1,5,5,1,0,1,1,0,0,1,1,0,2,0,0.7914423006669262,2,19
3926,735,0,86,0,1,4,3,4,4,1,0,0,1,1,0,0,0,1,3,2,0.9636788178809934,1,12
6009,635,1,691,0,1,5,1,2,2,0,1,1,1,1,0,0,0,0,3,4,0.046959967990248375,2,18
176,2448,1,452,3,3,3,1,5,4,1,0,0,1,1,1,1,0,0,3,0,0.03178143384611598,0,10
3227,192,1,341,0,1,3,0,2,3,1,1,0,1,1,0,1,1,0,2,2,0.9731869923813473,2,20
11298,1016,1,392,5,1,0,3,3,4,0,1,1,0,1,0,0,1,1,2,0,0.20914794884054588,2,19
8845,2901,0,351,5,1,0,2,4,2,1,1,1,1,1,1,1,1,0,2,2,0.18188690459411394,0,19
11691,767,0,245,5,2,4,4,3,3,1,1,0,1,0,0,0,1,1,1,3,0.2695433050697955,1,15
6074,692,0,685,1,1,2,2,2,2,0,1,0,0,0,0,1,0,1,2,1,0.8044547193841949,1,15
5159,2598,0,112,0,3,4,2,4,4,1,0,0,1,0,0,1,0,0,2,3,0.03764658547146882,1,15
4196,419,0,582,5,3,3,3,2,0,1,1,0,1,1,0,1,0,0,2,4,0.11229710745356591,1,16
7246,1159,1,157,0,3,3,3,4,5,1,1,0,0,1,1,1,1,0,2,3,0.7997218621139842,2,20
11775,836,1,236,3,1,3,3,5,0,1,1,1,1,1,1,1,1,1,2,1,0.6456637474503552,1,20
11609,2836,1,698,4,3,5,0,1,2,0,1,1,1,0,0,1,0,0,3,2,0.5898610375884463,1,19
3418,1533,1,242,5,2,0,0,3,0,1,0,0,0,0,0,1,1,0,3,0,0.3950797533107506,1,17
3847,999,1,165,1,1,3,4,5,2,0,0,0,1,0,1,0,1,1,3,2,0.1093891452471667,1,13
13768,1398,0,33,3,1,3,3,5,4,0,0,1,0,1,1,1,0,1,3,2,0.1369795120810543,2,16
1842,571,0,254,0,2,4,2,4,1,0,1,1,0,1,1,1,0,1,2,0,0.1931607979279868,0,10
11103,2586,1,301,5,2,0,4,5,3,0,0,0,0,1,0,1,1,0,1,0,0.7189238160572469,0,13
5782,2002,1,219,1,1,4,0,5,4,0,0,1,1,1,1,1,1,0,2,0,0.0574004769448776,2,20
3526,2494,1,31,2,2,2,1,4,1,1,0,1,1,1,0,0,1,0,2,3,0.20776326409321444,0,12
3467,2993,0,768,5,3,4,1,1,5,1,0,1,1,0,1,1,1,1,3,4,0.47223714515190396,1,18
1695,404,1,508,5,1,4,4,0,4,1,0,1,1,0,0,1,1,1,1,0,0.6317235502981916,2,20
14805,996,1,481,0,1,2,0,1,1,0,1,1,0,1,1,0,1,1,2,0,0.15597653316385884,0,15
9447,2385,1,232,4,3,4,4,4,2,0,1,1,0,0,0,1,0,0,3,3,0.19679783920821325,0,17
3080,1532,0,214,0,1,3,0,5,3,0,1,1,0,0,1,1,1,1,2,1,0.20709394024299277,0,16
2922,1697,1,241,4,3,3,3,5,5,1,1,0,0,0,1,1,0,0,3,3,0.9075399954394275,2,19
3122,585,0,244,2,3,1,1,0,2,1,0,0,0,0,1,1,0,1,1,4,0.6947538586511746,0,11
1904,1364,1,19,3,1,0,2,5,3,0,1,1,1,1,1,1,1,0,1,1,0.23132177250459718,2,16
4071,2948,1,209,3,1,3,3,2,1,0,1,1,1,0,1,1,1,1,1,4,0.9550373331012506,1,20
4712,2935,0,721,5,1,5,2,3,5,0,1,0,1,1,1,0,1,1,1,3,0.4868752397880498,2,13
6564,2265,0,425,3,1,0,4,0,0,0,1,0,0,1,1,0,0,0,2,3,0.5836359233093151,1,11
5081,999,1,71,1,2,4,1,2,0,0,1,1,0,1,0,1,1,1,2,0,0.6318409186298842,0,20
14272,670,1,673,4,2,1,2,5,0,1,1,0,1,1,0,1,1,1,3,2,0.6733109865889404,1,17
2758,477,0,177,0,2,5,5,4,5,0,0,0,0,1,0,1,0,0,1,0,0.5778193548705098,1,12
11744,1775,0,522,1,2,3,4,0,5,0,1,1,1,0,1,0,1,1,2,0,0.3984837181244034,0,12
7162,2587,1,298,1,2,5,0,1,0,0,0,1,1,1,1,0,1,1,1,2,0.2114252940535215,0,16
9574,2452,0,265,0,3,4,3,5,5,1,0,0,1,1,0,0,0,0,2,3,0.4722415201323428,2,12
8443,2293,0,519,2,2,1,0,3,4,1,0,1,1,0,0,0,0,0,1,2,0.6134994728798147,2,11
3557,594,1,494,3,3,5,3,5,4,0,1,0,1,1,0,0,0,1,2,2,0.5407134033426354,2,10
6506,2814,1,274,2,1,4,1,1,0,1,1,0,0,1,0,1,0,1,3,4,0.5692912437799401,2,20
4262,873,1,704,2,2,0,2,1,5,1,1,1,0,1,0,0,1,1,3,1,0.09211415848791826,2,14
13274,1052,0,770,3,2,4,0,3,2,0,0,0,0,1,1,1,0,1,3,0,0.21952905763120145,1,12
8020,708,1,52,2,3,4,0,1,1,0,0,0,0,1,0,1,1,1,3,3,0.6614386084311605,0,17
8816,2877,1,607,1,2,4,2,4,0,0,0,0,1,1,1,0,0,0,1,1,0.7094413731540808,0,9
14629,2108,0,399,5,1,1,2,1,2,1,1,0,1,0,1,1,1,1,2,2,0.24925164328544114,2,19
586,2493,1,413,0,1,5,4,4,2,1,1,0,1,0,0,0,0,1,3,3,0.7788179151297084,1,13
1675,780,0,603,5,1,4,3,1,2,1,1,1,0,1,1,1,1,1,1,2,0.5882816832191923,1,17
10364,1882,0,655,1,1,1,5,5,4,1,0,0,0,1,0,1,1,1,3,2,0.5397934489703601,0,16
8023,458,1,488,5,2,1,5,4,3,1,0,0,1,1,0,1,0,0,3,4,0.8513766124913814,0,16
8627,2459,1,501,1,3,2,4,0,5,1,0,1,1,1,0,0,0,0,1,0,0.9562005593273234,1,14
8120,133,0,306,4,1,4,0,4,4,0,0,1,1,0,0,1,1,0,3,3,0.6084437844329561,2,19
11523,2253,1,416,3,1,3,2,5,0,1,1,0,0,1,0,0,1,1,2,0,0.305849922299423,0,19
8716,756,0,508,3,3,1,1,3,5,0,1,0,1,0,0,1,1,0,1,0,0.22327581422829568,1,12
8659,2011,0,529,5,1,4,0,1,0,1,1,1,0,0,1,0,1,1,2,4,0.31300201126832594,0,17
6540,2569,1,637,1,3,3,0,5,0,1,0,1,0,0,0,0,1,1,2,2,0.37475603344882624,0,18
3650,2716,1,665,3,1,0,5,0,1,0,1,0,1,0,1,1,0,1,2,1,0.8840736995105023,0,13
6833,1497,0,5,4,2,3,3,1,1,1,1,1,0,1,0,0,0,0,3,0,0.36382832765093676,0,16
13276,183,0,421,5,1,1,4,5,3,0,1,1,0,1,0,1,1,0,1,3,0.9038799353322323,0,18
9196,837,1,450,0,3,1,5,4,4,1,1,0,1,0,1,0,1,0,3,2,0.8580177352154442,0,12
5021,913,0,426,2,3,1,3,1,2,0,0,0,0,1,0,0,1,1,1,3,0.5040272387061523,1,8
13100,716,0,389,3,3,5,0,5,5,0,1,0,1,0,0,0,1,1,3,0,0.2639969270376342,0,13
13540,326,0,333,1,1,2,2,2,4,0,0,1,0,1,0,1,1,0,1,2,0.47386577768431093,1,15
1255,1825,1,447,3,3,3,1,0,0,1,1,0,0,0,0,0,1,1,2,1,0.9652082119421298,2,12
13001,931,0,337,1,3,5,3,5,3,1,0,0,0,1,0,0,1,0,1,2,0.2653720538064731,1,14
12362,2110,0,87,5,2,4,5,2,1,1,0,1,0,0,1,1,1,0,1,2,0.5713772682379388,1,18
2040,2439,1,268,5,2,4,0,1,5,0,1,1,1,1,1,1,1,1,2,4,0.05239429024251552,1,19
5349,2132,0,64,2,3,1,5,4,3,1,1,1,0,0,0,1,1,1,2,0,0.3114567931652831,0,17
13047,2656,0,677,3,2,3,5,0,2,0,1,0,1,1,0,1,0,0,3,3,0.9055787765829146,1,15
3622,1287,1,63,2,1,5,4,5,3,0,1,1,1,0,0,1,1,1,2,0,0.751022005556509,2,20
6025,2502,1,269,1,3,0,3,0,3,1,0,1,1,1,1,1,1,1,1,0,0.9292946077648246,1,18
13522,2755,1,656,4,2,3,0,4,3,0,1,0,0,0,0,0,1,0,2,2,0.40042327724096005,1,16
6370,208,1,376,4,3,4,4,0,0,1,1,0,1,0,0,1,1,0,2,3,0.8789489668974546,0,20
4430,1183,1,780,0,2,1,4,5,2,0,1,0,0,1,1,0,1,0,1,4,0.6718848591161783,2,13
12400,2646,0,328,1,1,3,1,4,1,1,1,1,0,0,0,0,0,0,1,2,0.8583581888299655,0,15
13340,1901,0,517,1,2,2,2,5,4,1,1,0,0,1,0,0,0,1,3,4,0.9392682553686311,0,11
4807,328,1,632,1,2,1,1,2,1,0,1,0,1,0,0,1,0,0,1,3,0.7229817024923268,1,13
2763,2576,0,420,5,1,2,4,1,3,1,1,1,0,0,0,1,0,0,3,2,0.8722342299910206,1,15
10445,160,1,312,5,2,5,3,0,3,1,0,0,0,0,1,1,0,1,3,2,0.5952964206613213,1,16
5638,2528,0,308,4,1,1,5,0,4,0,0,0,1,1,0,0,0,0,1,0,0.4216483258763304,1,9
11362,591,0,643,4,2,4,2,0,2,1,1,0,0,0,0,0,1,0,2,0,0.1471947729758215,1,14
1016,1188,0,188,4,3,0,4,2,3,0,0,1,1,1,0,1,0,0,2,2,0.008450148938606739,0,8
4994,409,1,720,3,2,3,2,4,0,0,0,0,1,0,1,1,0,1,1,2,0.24747313070533272,0,10
13445,2469,1,41,3,2,5,3,5,5,0,0,0,0,0,1,1,1,0,3,2,0.368640156110141,1,15
3482,1288,1,589,4,1,3,0,4,0,0,1,0,1,0,1,0,1,1,3,2,0.32140877435299287,0,15
738,1806,0,319,2,2,1,0,2,1,1,1,0,0,1,0,0,0,1,1,3,0.8982136263273495,0,6
4293,1004,1,656,3,2,5,4,1,0,1,1,1,0,1,0,0,0,0,1,4,0.2328906278805436,0,13
3751,2356,0,444,5,3,0,4,5,1,1,0,1,0,0,0,1,1,1,2,1,0.7322650551477734,0,16
8583,2875,0,373,3,3,0,1,2,3,1,1,1,1,1,1,0,1,1,1,4,0.19167221795331113,2,14
14861,2217,1,285,3,2,5,4,5,0,1,1,0,0,1,0,1,0,0,2,0,0.8883582116427499,2,19
5232,1025,0,170,3,3,4,0,0,0,1,0,0,0,0,1,0,0,0,3,4,0.18106068363573435,0,10
9966,962,0,604,0,3,2,0,1,4,0,1,0,0,1,1,1,1,0,1,3,0.9666637379814563,2,16
13721,1201,0,262,3,1,3,1,3,1,0,1,1,1,1,0,1,1,1,2,1,0.37194195976210076,1,20
6754,772,1,534,2,2,1,5,1,4,1,1,1,0,1,0,0,1,0,2,3,0.848960157021149,1,17
4472,2620,1,141,0,3,0,3,5,2,1,0,1,0,1,0,0,0,1,2,4,0.2540244092464662,2,12
10034,1761,1,147,5,3,3,2,2,5,1,0,1,0,1,0,0,1,1,1,1,0.6635547728675495,0,19
1809,374,0,439,5,1,3,0,5,4,0,0,1,0,0,1,1,0,0,3,0,0.656057847431912,1,14
11454,1579,0,627,3,2,3,2,0,0,1,0,0,0,1,1,1,0,1,3,4,0.6353301409241651,1,15
9231,1599,1,592,1,2,5,4,5,0,0,1,0,1,1,1,1,0,1,3,4,0.49019900475509126,1,14
10504,1123,0,415,0,1,0,4,1,2,0,1,0,1,0,0,0,1,0,1,4,0.9370195073405624,2,12
2532,1995,1,24,5,3,4,5,4,1,1,0,0,0,1,1,1,0,1,2,1,0.4631852975839845,1,17
8108,1657,1,626,3,3,3,3,1,1,0,0,0,0,0,1,0,0,1,3,4,0.6602840901185332,1,11
1001,2166,1,93,2,2,0,5,3,5,0,0,0,0,0,0,0,0,1,2,3,0.6662688641153354,1,6
8964,440,1,304,4,1,0,2,5,1,0,1,1,1,1,0,0,0,1,3,3,0.643575630965556,0,13
11631,2480,0,184,5,3,1,0,5,2,0,1,0,1,0,1,0,1,0,2,1,0.6490726619929388,0,10
2129,65,0,282,3,2,4,1,5,3,1,1,0,1,0,0,1,1,1,1,4,0.24087051306893192,1,15
2767,895,0,154,1,1,4,0,1,3,0,0,1,1,1,0,0,1,1,2,4,0.08281132360880405,0,12
10574,918,1,685,2,1,4,2,1,2,1,1,0,1,1,0,0,1,1,2,1,0.9609124304338666,1,17
11618,617,0,684,5,1,5,2,5,4,1,0,0,1,0,0,0,0,0,2,4,0.4109330349242326,0,13
4574,2229,1,665,0,2,0,0,1,2,0,1,1,0,1,1,1,1,1,2,0,0.5256574524078558,0,13
9742,2069,1,13,2,1,0,0,0,3,1,0,1,1,0,0,1,0,0,1,0,0.4721086524925474,1,18
8527,2370,1,639,3,1,4,3,2,5,0,0,0,1,1,1,1,0,1,3,0,0.4391374685347399,0,14
7361,1696,0,340,5,3,5,4,0,5,0,1,0,1,0,0,0,0,0,3,3,0.9042903649485505,0,11
11737,2581,1,603,5,3,0,5,1,3,1,1,1,1,1,0,1,1,1,2,4,0.2999851680349187,1,20
7236,2647,0,782,1,1,4,3,4,4,0,1,1,0,0,0,0,1,1,2,4,0.15414432710315562,1,17
2115,406,0,733,5,1,1,0,4,0,0,1,1,0,0,1,1,0,1,1,0,0.07552819860192117,2,17
818,1706,0,472,2,2,2,0,4,0,1,0,1,1,1,0,1,0,0,1,4,0.9232181535674403,1,11
14975,2330,0,107,5,1,5,1,1,0,1,0,1,1,1,0,1,0,1,2,2,0.627050380864545,0,17
5540,85,0,330,2,1,2,4,1,1,0,1,1,1,1,1,1,1,1,3,1,0.09718179917203185,1,17
11299,2510,0,539,4,1,2,5,3,3,1,0,1,1,1,1,0,0,0,1,3,0.5536120057840678,2,14
12531,1077,0,438,4,3,2,5,3,2,0,0,0,1,1,0,0,1,1,1,3,0.46586306527843635,0,11
6695,2141,0,708,3,3,1,1,2,4,1,0,1,0,1,1,1,0,0,1,0,0.9634038490367891,0,15
5133,2665,1,711,0,3,0,4,1,3,0,1,0,0,0,0,1,0,1,1,1,0.5323225744585331,2,14
5282,2837,1,665,0,2,1,4,1,0,1,1,1,1,1,0,1,1,0,3,2,0.9637478987029778,1,20
10403,163,0,383,1,2,3,2,4,4,1,0,1,1,0,1,0,0,1,1,3,0.7156518954844128,2,16
11535,1822,0,581,3,2,5,4,3,2,1,1,0,0,1,0,1,1,0,1,1,0.7037112135415088,2,17
5847,2494,0,159,0,2,0,5,5,3,0,0,0,0,0,1,1,0,1,1,2,0.28335767795131495,1,11
9188,1247,0,431,5,2,4,0,5,2,1,1,1,0,0,0,0,1,0,2,3,0.10882210529646652,1,16
4976,1328,0,395,2,2,3,4,0,3,1,1,1,0,0,1,0,0,1,2,2,0.5727620588015715,1,13
6066,515,1,614,3,1,3,3,3,3,0,1,1,1,0,1,1,1,0,2,1,0.45950891934910565,2,20
3385,1537,0,487,2,1,5,2,5,0,0,0,0,1,0,0,0,1,0,3,3,0.9519169110528586,1,13
12392,896,0,747,1,3,1,1,2,4,1,1,0,0,1,1,1,0,0,2,4,0.1988986905906046,1,12
8088,551,0,188,5,1,3,5,0,5,1,0,1,0,1,1,1,1,0,2,3,0.1846657207756699,1,20
13137,490,1,417,3,1,1,4,4,5,0,0,0,0,1,1,0,0,1,1,0,0.17496676266272837,2,12
4923,2166,1,342,5,2,3,1,3,5,0,1,1,1,1,0,0,0,1,3,4,0.16652663509395316,0,14
1531,375,0,360,5,1,1,0,5,0,0,0,1,0,0,1,0,0,1,3,3,0.31274945287682965,0,8
10143,1815,1,108,5,1,0,1,1,3,1,1,1,1,0,0,1,0,0,2,0,0.538977899615212,1,20
6355,116,1,300,1,1,3,4,5,0,1,1,0,0,0,0,0,1,0,3,3,0.8647653922336613,2,20
3501,353,1,367,4,2,1,1,2,3,1,1,1,1,0,1,1,1,1,1,4,0.9489067674704672,2,20
12306,1021,1,254,1,1,2,0,2,5,1,0,0,0,1,1,0,1,1,3,1,0.8440046345699806,2,16
14472,533,1,315,5,2,2,4,0,5,1,0,0,1,0,0,1,1,1,2,1,0.23597194746366157,1,19
